fqdn;nome;id_documento;nome_contato;data_cadastro;data_ultalt
crmvsp.gov.br;Conselho Regional de Med.Veterin√°ria de SP;050.052.885/0001-40;Conselho Regional de Med.Veterin√°ria de ;01/08/2011 10:57;16/02/2021 20:27
crmvto.gov.br;Conselho Regional de Medicina Veterinaria TO;033.209.263/0001-64;Conselho Regional de Medicina Veterinari;11/10/2013 16:53;01/04/2022 13:56
cromg.gov.br;Conselho Regional de Odontologia de Minas Gerais;017.231.564/0001-38;Marcilon Cardoso de Oliveira;24/08/2017 18:58;05/05/2020 20:44
crq12.gov.br;Conselho Regional de Qu√≠mica da 12a Regi„o;001.759.984/0001-51;Logan Tecnology;24/10/2014 12:58;09/04/2021 17:59
crq13.gov.br;CONSELHO REGIONAL DE QUIMICA DA 13A REGIAO.;079.887.659/0001-61;Nivaldo Cabral Khunen;12/05/2010 19:15;15/08/2022 18:39
crq7.gov.br;Conselho Regional de Quimica Vii Regi„o;014.117.931/0001-89;Jorge de S. Nunes;18/02/2011 16:47;05/05/2020 20:44
crq-9.gov.br;CONSELHO REGIONAL DE QU√çMICA DA 9A REGI√ÉO;076.471.358/0001-64;EDWARD BORGO;13/05/2016 18:05;29/03/2022 15:47
crq9.gov.br;CONSELHO REGIONAL DE QU√çMICA DA 9A REGI√ÉO;076.471.358/0001-64;EDWARD BORGO;13/05/2016 18:00;11/05/2022 16:24
crq-pr.gov.br;CONSELHO REGIONAL DE QU√çMICA DA 9A REGI√ÉO;076.471.358/0001-64;EDWARD BORGO;13/05/2016 18:05;05/05/2020 20:44
crqpr.gov.br;CONSELHO REGIONAL DE QU√çMICA DA 9A REGI√ÉO;076.471.358/0001-64;EDWARD BORGO;13/05/2016 18:00;11/03/2022 16:10
crqsc.gov.br;CONSELHO REGIONAL DE QUIMICA DA 13A REGIAO.;079.887.659/0001-61;Nivaldo Cabral Khunen;12/05/2010 19:15;08/07/2022 13:28
crqxx.gov.br;CONSELHO REGIONAL DE QUIMICA 20 REGIAO;009.558.631/0001-03;FLAVIO EDUARDO ALMEIDA DOS SANTOS SILVA;14/09/2010 19:57;29/07/2020 14:20
crt01.gov.br;CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS;030.871.497/0001-84;WILSON WANDERLEI VIEIRA;07/02/2019 17:10;14/04/2021 13:34
crt02.gov.br;CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS;030.871.497/0001-84;WILSON WANDERLEI VIEIRA;07/02/2019 17:10;15/04/2021 17:48
crt03.gov.br;CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS;030.871.497/0001-84;WILSON WANDERLEI VIEIRA;07/02/2019 17:08;15/04/2021 18:19
crtes.gov.br;CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS;030.871.497/0001-84;WILSON WANDERLEI VIEIRA;07/02/2019 17:06;05/04/2021 17:42
crt.gov.br;COMPANHIA RIOGRANDENSE DE TELECOMUNICACOES;092.794.486/0001-03;Daniele Schmidt Lucas;06/05/1996 12:00;05/05/2020 20:44
crtmg.gov.br;CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS;030.871.497/0001-84;WILSON WANDERLEI VIEIRA;07/02/2019 17:10;16/04/2021 14:24
crtr01.gov.br;Conselho Regional de Tecnicos em Radiologia -01;003.657.392/0001-54;ALDENILDO PEREIRA DA SILVA;15/07/2011 12:27;05/05/2020 20:44
crtr14.gov.br;CONSELHO REGIONAL DE T√âCNICO EM RADIOLOGIA 14¬™ REG;002.873.120/0001-29;Vanessa S√°;20/03/2015 14:57;20/03/2015 14:57
crtr17.gov.br;Conselho Regional de TÈcnicos em Radiologia 17¬™ Rg;010.622.423/0001-05;SÈrgio Murilo Ramada;04/05/2011 17:08;05/05/2020 20:44
crtr18.gov.br;CONSELHO REG DOS TECN EM RADIOLOGIA 18 REGIAO;010.765.721/0001-46;ADRIANO CELIO DIAS;29/03/2012 14:12;05/05/2020 20:44
crtr19.gov.br;CONSELHO REGIONAL DE T. EM RADIOLOGIA 19;011.899.162/0001-20;GABRIEL FERNANDES LIMA;15/06/2011 19:17;05/05/2020 20:44
crtrceara.gov.br;Conselho Regional de Tecnicos em Radiologia 2¬™ REG;024.163.149/0001-50;Salom„o de Sousa Melo;20/07/2018 14:38;05/05/2020 20:44
crtrj.gov.br;CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS;030.871.497/0001-84;WILSON WANDERLEI VIEIRA;07/02/2019 17:10;01/04/2022 14:10
crtrpe.gov.br;Conselho Regional de TÈcnicos em Radiologia;004.027.726/0001-79;Cassiana Crispim de Araujo;11/07/2017 17:16;05/05/2020 20:44
crtrrj.gov.br;CONSELHO REGIONAL DE T√âCNICOS EM RADIOLOGIA 4¬™ R;032.095.317/0001-45;MARCO AURELIO DA SILVA RODRIGUES;13/08/2002 12:44;25/09/2020 18:47
crtsp.gov.br;CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS;030.871.497/0001-84;WILSON WANDERLEI VIEIRA;07/02/2019 17:10;16/04/2021 14:48
csjt.gov.br;TRIBUNAL SUPERIOR DO TRABALHO;000.509.968/0001-48;Leonardo Lobo Pulcineli;02/03/2001 21:18;05/05/2020 20:44
ctac.gov.br;FUNDAÁ„O NACIONAL DE ARTES;026.963.660/0002-42;Tamoio Athayde Marcondes;02/09/1997 12:00;31/05/2018 00:44
ctav.gov.br;Ministerio da Cultura;003.221.904/0001-35;Olga Futemma;10/03/2006 13:14;02/06/2021 21:31
cti.gov.br;Centro de Tecnologia da InformaÁ„o Renato Archer;004.822.500/0001-60;Jarbas Lopes Cardoso Junior;22/07/2008 11:07;02/02/2021 18:18
ctir.gov.br;PRESID√äNCIA DA REP√öBLICA;000.394.411/0001-09;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;17/12/2004 17:03;14/09/2016 13:59
ctis.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ctlivre.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ctnbio.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
cultura.gov.br;MinistÈrio da Cultura;001.264.142/0002-00;STII SE MinC;16/08/1996 12:00;03/06/2021 12:09
culturaviva.gov.br;MinistÈrio da Cultura;001.264.142/0002-00;STII SE MinC;17/09/2015 17:46;03/06/2021 12:12
cvm.gov.br;CVM - COMISSAO DE VALORES MOBILIARIOS;029.507.878/0001-08;Vin√≠cius Gagno Lima;04/06/1996 12:00;03/04/2020 22:34
dac.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dadosabertos.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dados.gov.br;Ministerio do Planejamento, Orcamento e Gestao;000.489.828/0001-55;Merched Cheheb Oliveira;29/07/2011 13:40;19/08/2022 02:23
data.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;21/10/2011 17:04;12/01/2021 11:25
dataprev.gov.br;EMP. DE TEC. E INF. DA PREVIDENCIA - DATAPREV;042.422.253/0027-32;GIAN PAOLO LA VALLE REALE;28/01/1997 11:00;21/09/2021 18:32
datasus.gov.br;MinistÈrio da Sa√∫de;000.394.544/0271-13;Dep. de Inform√°tica do SUS - DATASUS;31/10/1995 12:00;06/06/2016 13:35
dcea.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
decea.gov.br;Departamento de Controle do EspaÁo AÈreo;000.394.429/0048-74;SeÁ„o de Rede Local;26/12/2001 18:40;22/12/2021 18:01
defencil.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
defensoriapublica.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
defesaagropecuaria.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
defesacivil.gov.br;MINISTERIO DO DESENVOLVIMENTO REGIONAL;003.353.358/0001-96;Elias Marques Cotrim;28/04/2000 13:50;10/05/2022 18:41
defesadoconsumidor.gov.br;MINISTERIO DA JUSTICA;000.394.494/0013-70;Anderson Gustavo Torres;04/04/2016 15:06;16/04/2020 17:47
defesa.gov.br;MinistÈrio da Defesa;000.894.356/0001-16;Departamento de Tecnologia da InformaÁ„o;22/06/1999 13:18;31/08/2020 20:13
denatran.gov.br;MINISTERIO DA JUSTICA;000.394.494/0013-70;Anderson Gustavo Torres;12/04/2002 19:30;04/06/2020 02:17
depen.gov.br;Departamento Penitenci√°rio Nacional;000.394.494/0008-02;Marco Ant√¥nio Severo Silva;30/08/2017 13:06;05/05/2020 20:44
deputado.gov.br;Camara dos Deputados;000.530.352/0001-59;Sebasti„o Neiva Filho;04/07/2007 12:32;12/06/2015 17:17
depv.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
desafios.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;28/07/2015 11:40;12/01/2021 11:25
desaparecidos.gov.br;Secretaria de Direitos Humanos;005.478.625/0001-87;David Santos Abreu;14/02/2012 09:55;08/12/2021 15:56
desenvolvimentoagrario.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
desenvolvimento.gov.br;MINIST√âRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;000.394.478/0002-24;Alessandro Franca Dantas;21/02/2001 20:19;29/04/2022 18:40
desenvolvimentoregional.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
desenvolvimentorural.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
desenvolvimentosocial.gov.br;SUBSEC. DE ASSUNTOS ADMIN. DO MIN. DA CIDADANIA;005.756.246/0001-01;Ricardo Alexandre Araujo Silva;23/03/2004 15:06;05/09/2022 23:55
dfa-ba.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dfa-pe.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dfasp.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
df.gov.br;Sec. de Estado de Plan. e OrÁamento do DF;003.230.476/0001-07;Suporte Tecnico - SEPLAN;15/08/1996 12:00;01/07/2020 22:46
d.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;16/03/2000 22:35;12/01/2021 11:25
dialogabrasil.gov.br;SECRETARIA-GERAL DA PRESIDENCIA DA REP√öBLICA;010.366.249/0001-79;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;03/08/2015 15:22;03/08/2015 15:22
dialoga.gov.br;PRESID√äNCIA DA REP√öBLICA;000.394.411/0001-09;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;14/04/2015 17:49;14/04/2015 17:49
dialogosfederativos.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
diariodajustica.gov.br;SUPREMO TRIBUNAL FEDERAL;000.531.640/0001-28;Edmundo Veras dos Santos Filho;19/05/2006 12:22;05/05/2020 20:44
diesporte.gov.br;ME - Ministerio do Esporte;002.961.362/0001-74;Ricardo Alexandre Araujo Silva;18/06/2015 17:31;05/09/2022 23:55
dinf.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dinheiroaqui.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2399-13;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 20:49
dinheiroemcaixa.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2399-13;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 20:49
dinheiroinstantaneo.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2399-13;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 20:49
dinheirovivo.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2399-13;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 20:50
direitosdacrianca.gov.br;Secretaria de Direitos Humanos;005.478.625/0001-87;David Santos Abreu;19/05/2014 13:12;08/12/2021 16:02
direitoshumanos.gov.br;Secretaria de Direitos Humanos;005.478.625/0001-87;David Santos Abreu;10/04/2008 16:13;08/12/2021 16:01
disque100.gov.br;Secretaria de Direitos Humanos;005.478.625/0001-87;David Santos Abreu;07/06/2010 12:00;08/12/2021 16:01
dj.gov.br;SUPREMO TRIBUNAL FEDERAL;000.531.640/0001-28;Edmundo Veras dos Santos Filho;19/05/2006 12:22;05/05/2020 20:44
dnc.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dner1drf.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dner-ce.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dner.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dner-ms.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dni.gov.br;Ministerio do Planejamento, Orcamento e Gestao;000.489.828/0001-55;Merched Cheheb Oliveira;05/02/2018 18:20;01/02/2020 02:39
dnit.gov.br;DNIT-DEPARTAMENTO NACIONAL DE INFRAEST DE TRANSPOR;004.892.707/0001-00;DEPTO NAC INFRAESTRUTURA TRANSPORTES;10/04/2002 17:42;16/11/2020 17:20
dnocs.gov.br;DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS;000.043.711/0001-43;Angelo JosÈ de Negreiros Guerra;10/02/1999 19:09;13/08/2021 16:00
dnocspb.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dnpm.gov.br;AgÍncia Nacional de MineraÁ„o;000.381.056/0001-33;Divis„o de Gerenciamento Redes e Suporte;02/04/1997 12:00;16/03/2018 19:19
dnpmma.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dnpm-pe.gov.br;4 Distrito DNPM - PE;000.381.056/0005-67;4 Distrito DNPM - PE;01/10/2002 12:12;29/04/2021 06:22
dnpmsc.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dnrc.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
doacoes.gov.br;MinistÈrio da Economia;000.394.460/0001-41;Everton Batista dos Santos - Diretor;07/12/2021 17:45;07/12/2021 17:45
documenta.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dom.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dominiopublico.gov.br;MinistÈrio da EducaÁ„o;000.394.445/0003-65;Secretaria de Assuntos Administrativos;28/10/2004 19:29;25/05/2022 12:07
dou.gov.br;Imprensa Nacional/PresidÍncia da Rep√∫blica;000.394.494/0016-12;Paulo CÈsar Abreu de Santana;07/01/1997 11:00;05/05/2020 20:44
dpf-ce.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dpf.gov.br;DEPARTAMENTO DE POLICIA FEDERAL;000.394.494/0080-30;CoordenaÁ„o de Tecnologia da InformaÁ„o;16/07/1996 12:00;11/01/2019 21:50
dprf.gov.br;Departamento de Pol√≠cia Rodovi√°ria Federal;000.394.494/0104-41;Divis„o de Infraestrutura de TIC;05/10/1998 12:29;15/05/2020 20:24
dpr.gov.br;Min. RelaÁıes Exteriores Depto PromoÁ„o Comercial;000.394.536/0009-96;Carlos Henrique Moscardo;11/12/2014 09:19;25/05/2022 14:30
dpu.gov.br;Defensoria P√∫blica-Geral da Uni„o;000.375.114/0001-16;Carlos Eduardo Barbosa Paz;05/10/2007 17:05;07/06/2022 17:49
dtceaaf.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dtceagl.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dtceagw.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dtceamt.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dtceasc.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dtceasj.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dtceasp.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dtceast.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dtceatmrj.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
dte.gov.br;Agencia Brasileira de Inteligencia;001.175.497/0001-41;Rodrigo Bastos Vasconcelos Teperino;23/02/1999 00:23;01/06/2020 17:14
dtpdf.gov.br;DATAPREV DF;042.422.253/0014-18;GIAN PAOLO LA VALLE REALE;27/02/1997 12:00;21/09/2021 18:40
duplasena.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2399-13;GerÍncia de Internet da CAIXA;30/09/2003 19:48;16/07/2015 20:50
eafajt.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafars.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafa-to.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafbambui.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafb.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafcatu.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafce.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafc.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafco.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafcol.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafc-pa.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafcrato.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafguanambi.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafi.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafigt.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafmachado.gov.br;Escola AgrotÈcnica Federal de Machado;073.926.602/0001-48;Marcelo Leite;05/06/2002 17:28;05/05/2020 20:44
eafmanaus.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafmuz.gov.br;Instituto Federal Sul de Minas Gerais;073.933.178/0001-69;Sergio Pedini;07/06/2001 20:57;09/12/2021 08:34
eafrs.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafsc.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafsertao.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafsgc.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafs.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafsi.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafsl.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafsombrio.gov.br;Instituto Federal Catarinense Campus Santa Rosa;073.955.064/0001-10;Antonio Carlos Krause;08/11/2000 16:37;05/05/2020 20:44
eafspb.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafst.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafuberaba.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafudi.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eafvsa.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ebndes.gov.br;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;033.657.248/0001-89;Eduardo Carneiro da Cunha;02/05/2002 13:40;08/08/2019 17:18
ebserh.gov.br;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;015.126.437/0001-43;Oswaldo De Jesus Ferreira;23/04/2013 10:50;19/08/2022 15:53
e-car.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;08/11/2010 09:30;08/06/2020 15:01
ec.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ecobrancacaixa.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2714-85;GerÍncia de Internet da CAIXA;01/04/2002 18:33;11/10/2017 21:16
economia.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;19/12/2018 18:50;27/02/2022 04:13
economizar.gov.br;PETROLEO BRASILEIRO S.A. - PETROBRAS;033.000.167/0001-01;LUIS EDUARDO PASCHOAL BASTO;21/06/2002 17:10;05/05/2020 20:44
e-contacaixa.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2714-85;GerÍncia de Internet da CAIXA;17/12/2001 19:18;11/10/2017 21:15
e-conta.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2714-85;GerÍncia de Internet da CAIXA;05/09/2001 20:08;11/10/2017 21:10
ect.gov.br;Empresa Brasileira de Correios e TelÈgrafos;034.028.316/0001-03;Mario Sena;08/02/1996 12:00;03/08/2022 21:30
edemocracia.gov.br;Camara dos Deputados;000.530.352/0001-59;Sebasti„o Neiva Filho;15/06/2009 18:47;15/06/2015 17:37
educacaofiscal.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
educacao.gov.br;MinistÈrio da EducaÁ„o;000.394.445/0030-38;CoordenaÁ„o de ServiÁos Gerais;19/04/2000 20:43;25/05/2022 12:08
educacion.gov.br;MinistÈrio da EducaÁ„o;000.394.445/0030-38;CoordenaÁ„o de ServiÁos Gerais;19/04/2000 20:43;25/05/2022 12:09
education.gov.br;MinistÈrio da EducaÁ„o;000.394.445/0030-38;CoordenaÁ„o de ServiÁos Gerais;19/04/2000 20:43;25/05/2022 12:09
edufinanceiranaescola.gov.br;CVM - COMISSAO DE VALORES MOBILIARIOS;029.507.878/0001-08;Vin√≠cius Gagno Lima;20/05/2014 09:39;24/08/2021 01:19
e.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;25/07/2002 18:22;12/01/2021 11:25
egressos-esaf.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
eixos.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;09/05/2000 14:02;12/01/2021 11:25
e-jud.gov.br;SUPERIOR TRIBUNAL DE JUSTICA;000.488.478/0001-02;Secretaria de Tecnologia da InformaÁ„o;11/05/2004 12:04;23/06/2021 17:08
e-jus.gov.br;SUPERIOR TRIBUNAL DE JUSTICA;000.488.478/0001-02;Secretaria de Tecnologia da InformaÁ„o;11/05/2004 12:04;23/06/2021 17:08
eleicoes.gov.br;Tribunal Superior Eleitoral;000.509.018/0001-13;Daniel Carlos Lima CorrÍa;02/08/2001 18:49;07/08/2021 01:03
